timestamp,ifInOctets_bytes,ifOutOctets_bytes,ifInErrors,onuOperStatus,debit_rx_mbps,debit_tx_mbps,utilization_pct,error_rate_pct,label_anomaly
2026-02-15 00:00:00,15099381201,26866021296,44,up,402.65,716.427,40.265,4.4812,0
2026-02-15 00:05:00,14013568044,20419853042,20,up,373.695,544.529,37.37,2.0698,0
2026-02-15 00:10:00,15357547400,25587076131,5,up,409.535,682.322,40.953,0.5005,0
2026-02-15 00:15:00,16854381054,22999118365,16,up,449.45,613.31,44.945,1.685,0
2026-02-15 00:20:00,13849597729,23180926106,63,up,369.323,618.158,36.932,6.3089,0
2026-02-15 00:25:00,13849625803,17180166830,78,up,369.323,458.138,36.932,7.8954,0
2026-02-15 00:30:00,16950453914,16552133946,18,up,452.012,441.39,45.201,1.8508,0
2026-02-15 00:35:00,15562313386,21904471961,39,up,414.995,584.119,41.5,3.9245,0
2026-02-15 00:40:00,13447198800,23166646371,4,up,358.592,617.777,35.859,0.4024,0
2026-02-15 00:45:00,15177777674,19461965865,5,up,404.741,518.986,40.474,0.5084,0
2026-02-15 00:50:00,13457555745,19560527791,54,up,358.868,521.614,35.887,5.4994,0
2026-02-15 00:55:00,13453602121,24015976100,2,up,358.763,640.426,35.876,0.2615,0
2026-02-15 01:00:00,14663755484,24019707097,3,up,391.033,640.526,39.103,0.3818,0
2026-02-15 01:05:00,10978290781,22128099136,9,up,292.754,590.083,29.275,0.9822,0
2026-02-15 01:10:00,11300390506,24606544647,16,up,301.344,656.175,30.134,1.6031,0
2026-02-15 01:15:00,13288488324,19329653801,16,up,354.36,515.457,35.436,1.6666,0
2026-02-15 01:20:00,12518058784,21538975723,6,up,333.815,574.373,33.381,0.6215,0
2026-02-15 01:25:00,14787362938,26949269535,45,up,394.33,718.647,39.433,4.5602,0
2026-02-15 01:30:00,12697278830,22684469750,44,up,338.594,604.919,33.859,4.4393,0
2026-02-15 01:35:00,11834960670,22841043789,8,up,315.599,609.095,31.56,0.8958,0
2026-02-15 01:40:00,16756259394,28726055782,10,up,446.834,766.028,44.683,1.0254,0
2026-02-15 01:45:00,13863922526,18721776152,21,up,369.705,499.247,36.97,2.1822,0
2026-02-15 01:50:00,14365473230,24650361989,19,up,383.079,657.343,38.308,1.9578,0
2026-02-15 01:55:00,11813680601,26992762955,8,up,315.031,719.807,31.503,0.8671,0
2026-02-15 02:00:00,13319105541,21622883598,9,up,355.176,576.61,35.518,0.9627,0
2026-02-15 02:05:00,14439677628,24821003124,7,up,385.058,661.893,38.506,0.77,0
2026-02-15 02:10:00,12281800982,19848547357,4,up,327.515,529.295,32.751,0.4831,0
2026-02-15 02:15:00,14892443611,20645822531,11,up,397.132,550.555,39.713,1.1029,0
2026-02-15 02:20:00,13222907840,23539409323,20,up,352.611,627.718,35.261,2.0875,0
2026-02-15 02:25:00,13751203687,24656130017,24,up,366.699,657.497,36.67,2.4384,0
2026-02-15 02:30:00,13221081693,25526528583,27,up,352.562,680.707,35.256,2.7162,0
2026-02-15 02:35:00,17417395695,26737997184,8,up,464.464,713.013,46.446,0.8452,0
2026-02-15 02:40:00,14226919745,22317894291,26,up,379.385,595.144,37.938,2.6039,0
2026-02-15 02:45:00,12441314311,25722751738,0,up,331.768,685.94,33.177,0.0118,0
2026-02-15 02:50:00,15656551799,21575776922,11,up,417.508,575.354,41.751,1.1669,0
2026-02-15 02:55:00,12162357358,24935646541,28,up,324.33,664.951,32.433,2.8429,0
2026-02-15 03:00:00,14607156747,23060219754,17,up,389.524,614.939,38.952,1.7899,0
2026-02-15 03:05:00,10898964088,23703330349,11,up,290.639,632.089,29.064,1.1566,0
2026-02-15 03:10:00,11978801856,23643471259,18,up,319.435,630.493,31.943,1.8623,0
2026-02-15 03:15:00,14586632713,18167296473,42,up,388.977,484.461,38.898,4.2742,0
2026-02-15 03:20:00,15512777851,19464870981,15,up,413.674,519.063,41.367,1.5041,0
2026-02-15 03:25:00,14543039760,22776861887,28,up,387.814,607.383,38.781,2.8951,0
2026-02-15 03:30:00,14052241437,17944346484,71,up,374.726,478.516,37.473,7.1098,0
2026-02-15 03:35:00,13735112680,24744269978,22,up,366.27,659.847,36.627,2.2009,0
2026-02-15 03:40:00,11721727396,24853201108,15,up,312.579,662.752,31.258,1.5331,0
2026-02-15 03:45:00,13019066403,23383360492,0,up,347.175,623.556,34.718,0.0688,0
2026-02-15 03:50:00,13462307701,19472938165,8,up,358.995,519.278,35.899,0.8445,0
2026-02-15 03:55:00,16057679006,26226375134,15,up,428.205,699.37,42.82,1.5002,0
2026-02-15 04:00:00,14837587275,28000468727,28,up,395.669,746.679,39.567,2.872,0
2026-02-15 04:05:00,11235201334,22897107434,10,up,299.605,610.59,29.961,1.0376,0
2026-02-15 04:10:00,14804183587,23878445521,57,up,394.778,636.759,39.478,5.7966,0
2026-02-15 04:15:00,13591509300,23044694367,5,up,362.44,614.525,36.244,0.5709,0
2026-02-15 04:20:00,13092463379,23931996810,24,up,349.132,638.187,34.913,2.4566,0
2026-02-15 04:25:00,15295966453,22177191357,9,up,407.892,591.392,40.789,0.9775,0
2026-02-15 04:30:00,16013009183,22406676552,11,up,427.014,597.511,42.701,1.1979,0
2026-02-15 04:35:00,15842489003,24945437521,29,up,422.466,665.212,42.247,2.9196,0
2026-02-15 04:40:00,12814938035,28833185237,6,up,341.732,768.885,34.173,0.6323,0
2026-02-15 04:45:00,13721246837,18719807667,1,up,365.9,499.195,36.59,0.1833,0
2026-02-15 04:50:00,14816460467,22219706292,13,up,395.106,592.526,39.511,1.3221,0
2026-02-15 04:55:00,15918182167,19312756689,13,up,424.485,515.007,42.448,1.3544,0
2026-02-15 05:00:00,13430612053,26798467226,28,up,358.15,714.626,35.815,2.8717,0
2026-02-15 05:05:00,13932523149,20913107482,62,up,371.534,557.683,37.153,6.2137,0
2026-02-15 05:10:00,12358167194,18603357856,1,up,329.551,496.09,32.955,0.1024,0
2026-02-15 05:15:00,12204486672,24223104896,16,up,325.453,645.949,32.545,1.6123,0
2026-02-15 05:20:00,15639419156,27209640009,20,up,417.051,725.59,41.705,2.0582,0
2026-02-15 05:25:00,16569170448,24291714245,76,up,441.845,647.779,44.184,7.6583,0
2026-02-15 05:30:00,14126862692,23052954268,51,up,376.716,614.745,37.672,5.1436,0
2026-02-15 05:35:00,15966041255,23604680491,22,up,425.761,629.458,42.576,2.2435,0
2026-02-15 05:40:00,14868397602,26320069789,13,up,396.491,701.869,39.649,1.3279,0
2026-02-15 05:45:00,13146845219,20139661970,3,up,350.583,537.058,35.058,0.3171,0
2026-02-15 05:50:00,14867986485,22198012818,8,up,396.48,591.947,39.648,0.8726,0
2026-02-15 05:55:00,16880042528,21277736599,15,up,450.134,567.406,45.013,1.5836,0
2026-02-15 06:00:00,14188737473,19346763670,23,up,378.366,515.914,37.837,2.3251,0
2026-02-15 06:05:00,16925540651,21613386799,18,up,451.348,576.357,45.135,1.8161,0
2026-02-15 06:10:00,9770235872,25490846959,22,up,260.54,679.756,26.054,2.2539,0
2026-02-15 06:15:00,15655453282,24029825800,10,up,417.479,640.795,41.748,1.0091,0
2026-02-15 06:20:00,14398850486,24239638350,23,up,383.969,646.39,38.397,2.3411,0
2026-02-15 06:25:00,13738697430,22895484151,2,up,366.365,610.546,36.637,0.2793,0
2026-02-15 06:30:00,14406910927,23912974213,3,up,384.184,637.679,38.418,0.3194,0
